Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation 1,Violation 1 Description,Violation 2,Violation 2 Description,Violation 3,Violation 3 Description,Violation 4,Violation 4 Description,Violation 5,Violation 5 Description,Violation 6,Violation 6 Description,Violation 7,Violation 7 Description,Violation 8,Violation 8 Description,Violation 9,Violation 9 Description,Violation 10,Violation 10 Description,Violation 11,Violation 11 Description,Violation 12,Violation 12 Desription,Violation 13,Violation 13 Description,Geocoded Location
HING WANG CHINESE REST.,1004 KINGS HIGHWAY,LEWES,19958,09/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1004 KINGS HIGHWAY
LEWES, DE 19958
(38.760784, -75.145727)"
BRYAN'S BOWLING CTR,1103 S CENTRAL AVE,LAUREL,19956,08/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1103 S CENTRAL AVE
LAUREL, DE 19956
(38.546153, -75.569431)"
PANERA BREAD # 3806,18423 COASTAL HWY,REHOBOTH BEACH,19971,08/29/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"18423 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.739722, -75.145614)"
TACO TACO,35831 ATALNTIC AVE,MILLVILLE,19967,08/31/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"35831 ATALNTIC AVE
MILLVILLE, DE 19967
(38.545924, -75.101442)"
Ritas,18701 Coastal Hwy,Rehboth Beach,19971,07/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18701 Coastal Hwy
Rehboth Beach, DE 19971
(38.734987, -75.138436)"
BANGKOK THAI CUISINE,17644 COASTAL HWY,LEWES,19958,07/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"17644 COASTAL HWY
LEWES, DE 19958
(38.748438, -75.168655)"
REHOBOTH ELEM CAFETERIA,500 STOCKLEY ST,REHOBOTH BEACH,19971,09/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 STOCKLEY ST
REHOBOTH BEACH, DE 19971
(38.708294, -75.090633)"
MOUNTAIRE POULTRY PLANT,29005 JOHN J WILLIAMS HWY,MILLSBORO,19966,09/01/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,7-204_13 Boiler Water Additives P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"29005 JOHN J WILLIAMS HWY
MILLSBORO, DE 19966
(38.601202, -75.25953)"
HALF FULL,125 SECOND ST,LEWES,19958,07/08/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"125 SECOND ST
LEWES, DE 19958
(38.775334, -75.139643)"
ANDY PIZZA,501 EAST MKT ST,GREENWOOD,19950,09/13/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"501 EAST MKT ST
GREENWOOD, DE 19950
(38.55547, -75.566725)"
Davelli's Bagel Café,201 W Stein Hwy,Seaford,19973,08/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"201 W Stein Hwy
Seaford, DE 19973
(38.646278, -75.620019)"
HALF FULL,125 SECOND ST,LEWES,19958,07/18/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"125 SECOND ST
LEWES, DE 19958
(38.775334, -75.139643)"
FENWICK CRABHOUSE TO GO,37232 LIGHT HOUSE RD,SELBYVILLE,19975,08/30/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"37232 LIGHT HOUSE RD
SELBYVILLE, DE 19975
(38.465396, -75.08598)"
FINS ALE HOUSE & RAW BAR,19269 COASTAL HWY,REHOBOTH,19971,08/23/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"19269 COASTAL HWY
REHOBOTH, DE 19971
(38.724332, -75.124232)"
ROYAL FARMS #141,16679 N DUPONT HWY,ELLENDALE,19941,09/09/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,5-203_11 Handwashing Facilities Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,"16679 N DUPONT HWY
ELLENDALE, DE 19941
(38.753119, -75.59358)"
REHOBOTH FISHHOUSE,20238 COASTAL HWY,REHOBOTH BEACH,19971,07/05/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,"7-201_11 Storage, Separation P",Violation,3-502_11 Variance Requirement Pf,Violation,4-101_11 Characteristics P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,6-501_111 Controlling Pests Pf ( C),Violation,,,,,,,,,,,,,,,"20238 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.711783, -75.100542)"
LA TONALTECA,28605 DUPONT BLVD,MILLSBORO,19966,09/09/2016,Routine,7-204_12 Washing Fruits and Vegetables P (a),Violation,4-501_17 Warewashing Cleaning Agents Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,"28605 DUPONT BLVD
MILLSBORO, DE 19966
(38.577974, -75.288365)"
LONG NECK DINER,25935 PLAZA DR  UNIT 5,MILLSBORO,19966,07/20/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"25935 PLAZA DR UNIT 5
MILLSBORO, DE 19966
(38.631676, -75.193873)"
KING'S HOMEMADE ICE CREAM,201 2ND ST,LEWES,19958,07/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"201 2ND ST
LEWES, DE 19958
(38.775603, -75.140261)"
DAIRY BAR FAMILY RESTAURANT,511 E KING STREET,SEAFORD,19973,09/29/2016,Routine,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"511 E KING STREET
SEAFORD, DE 19973
(38.643316, -75.609942)"
CHINA ONE,28544 DUPONT HWY,MILLSBORO,19966,09/20/2016,Routine,4-501_17 Warewashing Cleaning Agents Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"28544 DUPONT HWY
MILLSBORO, DE 19966
(38.581778, -75.292151)"
SUBWAY,4493 HWY ONE,REHOBOTH BEACH,19971,09/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4493 HWY ONE
REHOBOTH BEACH, DE 19971
(38.699456, -75.078404)"
SNAPPY'S GRILLE,7511 FEDERALSBURG RD,BRIDGEVILLE,19933,08/04/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"7511 FEDERALSBURG RD
BRIDGEVILLE, DE 19933
(38.741457, -75.607684)"
NICOLA PIZZA ON THE AVE,71 REHOBOTH AVE,REHOBOTH BEACH,19971,09/27/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"71 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716528, -75.078605)"
VINNY'S PIZZA,29887 JOHN J WILLIAMS HWY,MILLSBORO,19966,07/12/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,4-501_17 Warewashing Cleaning Agents Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"29887 JOHN J WILLIAMS HWY
MILLSBORO, DE 19966
(38.598943, -75.288635)"
KASIEY'S DELIGHTS,70 B REHOBOTH AVE,REHOBOTH BEACH,19971,07/26/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,,,,,,,,,,,,,,,,,,,,,,,"70 B REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716284, -75.078493)"
CHINA WOK,9577 BRIDGEVILLE CTR UNIT 3,BRIDGEVILLE,19933,08/25/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"9577 BRIDGEVILLE CTR UNIT 3
BRIDGEVILLE, DE 19933
(38.719749, -75.586853)"
THE POINT COFFEE HOUSE,18 REHOBOTH AVE,REHOBOTH,19971,08/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18 REHOBOTH AVE
REHOBOTH, DE 19971
(38.716475, -75.076751)"
A PLUS Z LITTLE CREEK DELI,611 WEST 7TH ST,LAUREL,19956,09/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"611 WEST 7TH ST
LAUREL, DE 19956
(38.556116, -75.583838)"
NICOLA'S PIZZA,8 N FIRST ST,REHOBOTH BEACH,19971,09/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"8 N FIRST ST
REHOBOTH BEACH, DE 19971
(38.721431, -75.079585)"
ARENAS DELI,29935 JJ WILLIAMS HWY UT 5,MILLSBORO,19966,08/26/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"29935 JJ WILLIAMS HWY UT 5
MILLSBORO, DE 19966
(38.598071, -75.290156)"
WINGS TO GO DEWEY,1814 HIGHWAY ONE,DEWEY BEACH,19971,07/06/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1814 HIGHWAY ONE
DEWEY BEACH, DE 19971
(38.694264, -75.074922)"
Top Dog Grill,115 Garfield Pkwy Unit 2,Bethany Beach,19930,08/01/2016,Routine,7-204_11 Sanitizers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"115 Garfield Pkwy Unit 2
Bethany Beach, DE 19930
(38.538448, -75.056478)"
ROYAL FARM STORE #44,802 OCEAN DRIVE,FENWICK ISLAND,19944,09/29/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"802 OCEAN DRIVE
FENWICK ISLAND, DE 19944
(38.458219, -75.052138)"
CASTAWAYS,30739 Sussex Hwy,LAUREL,19956,08/04/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"30739 Sussex Hwy
LAUREL, DE 19956
(38.561145, -75.556931)"
HARBESON DELI,26454 LEWES-GTWN HWY,HARBESON,19951,09/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"26454 LEWES-GTWN HWY
HARBESON, DE 19951
(38.724918, -75.285321)"
K & K GAS & DELI,30058 JJ WILLIAMS HWY,MILLSBORO,19966,07/26/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"30058 JJ WILLIAMS HWY
MILLSBORO, DE 19966
(38.595288, -75.291161)"
LEWES DINER,1201 SAVANNAH RD,LEWES,19958,08/04/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1201 SAVANNAH RD
LEWES, DE 19958
(38.762156, -75.152026)"
McDonald's,20817 Dupont Hwy,GEORGETOWN,19947,09/12/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"20817 Dupont Hwy
GEORGETOWN, DE 19947
(38.692658, -75.398899)"
NICK'S PHILA CHEESESTEAKS,1800 HWY ONE SEA SPOT SHOPS,DEWEY BEACH,19971,08/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800 HWY ONE SEA SPOT SHOPS
DEWEY BEACH, DE 19971
(38.693945, -75.074886)"
Nanticoke Mem Hospital - Dietary,801 Middleford Rd,Seaford,19973,07/27/2016,Routine,"3-501_17 Ready-to-Eat Food, Dating Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"801 Middleford Rd
Seaford, DE 19973
(38.642332, -75.605325)"
MIO FRATELLO,38016 FENWICK SHOALS BLVD,SELBYVILLE,19975,09/13/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"38016 FENWICK SHOALS BLVD
SELBYVILLE, DE 19975
(38.466471, -75.088467)"
LAUREL PIZZERA,411 N CENTRAL AVE,LAUREL,19956,08/24/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"411 N CENTRAL AVE
LAUREL, DE 19956
(38.562331, -75.570802)"
13 WINGZ,639 PHILLIPS ST,SEAFORD,19973,09/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"639 PHILLIPS ST
SEAFORD, DE 19973
(38.645637, -75.625083)"
La Michoacana Fruteria,84 W Church St,Selbyville,19975,08/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"84 W Church St
Selbyville, DE 19975
(38.456523, -75.229349)"
BEACH BOUNCE SEAFORD,624 STIEN HWY,SEAFORD,19973,09/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"624 STIEN HWY
SEAFORD, DE 19973
(38.646076, -75.625933)"
Edible Arrangements,33322 East Chesapeake St,Lewes,19958,09/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"33322 East Chesapeake St
Lewes, DE 19958
(38.753773, -75.170123)"
HARDEE'S OF SEAFORD,328 W STEIN HWY UNIT 1503408,SEAFORD,19973,09/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"328 W STEIN HWY UNIT 1503408
SEAFORD, DE 19973
(38.64624, -75.622544)"
SAMMY'S MARKET,30 WILMINGTON AVE,REHOBOTH BEACH,19971,07/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"30 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.715471, -75.078961)"
GEORGIA HOUSE RESTAURANT,"119 MAIN ST, POB 1634",MILLSBORO,19966,08/12/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"119 MAIN ST, POB 1634
MILLSBORO, DE 19966
(38.589947, -75.292183)"
MILLSBORO MIDDLE SCHOOL CAFETERIA,302 E STATE ST,MILLSBORO,19966,09/26/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"302 E STATE ST
MILLSBORO, DE 19966
(38.590742, -75.287766)"
BAYSIDE SEAFOOD & PRODUCE,28537 SUSSEX HWY,LAUREL,19956,09/21/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"28537 SUSSEX HWY
LAUREL, DE 19956
(38.591267, -75.575501)"
CAPRIOTTIS SANDWICH SHOP,767 GARFIELD PKY,BETHANY BEACH,19930,07/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"767 GARFIELD PKY
BETHANY BEACH, DE 19930
(38.540414, -75.071264)"
CLADDAGH ON THE SHORE,1106 COASTAL HWY,FENWICK,19944,08/30/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1106 COASTAL HWY
FENWICK, DE 19944
(38.460536, -75.052067)"
Peking Cheer/New Dragon,38627 Benro Dr. Unit #5,DELMAR,19940,09/29/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"38627 Benro Dr. Unit #5
DELMAR, DE 19940
(38.457131, -75.556637)"
Nanticoke Hospital Food Cart,801 MIDDLEFORD ROAD,Seaford,19973,07/27/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"801 MIDDLEFORD ROAD
Seaford, DE 19973
(38.642332, -75.605325)"
2 DIPS ICE CREAM,209 SAVANNAH RD,LEWES,19958,07/25/2016,Routine,7-204_11 Sanitizers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"209 SAVANNAH RD
LEWES, DE 19958
(38.780153, -75.132945)"
FENWICK CRABHOUSE TO GO,37232 LIGHT HOUSE RD,SELBYVILLE,19975,08/23/2016,Complaint,8-405_11 Timely Correction Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"37232 LIGHT HOUSE RD
SELBYVILLE, DE 19975
(38.465396, -75.08598)"
KILWIN'S CHOCOLATES,140 REHOBOTH AVE,REHOBOTH,19971,07/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"140 REHOBOTH AVE
REHOBOTH, DE 19971
(38.716077, -75.080566)"
MAMA MARIA ITALIAN REST,1608 HWY ONE,DEWEY BEACH,19971,08/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1608 HWY ONE
DEWEY BEACH, DE 19971
(38.692554, -75.074712)"
CAFÉ AZAFRAN,18 BALTIMORE AVE,REHOBOTH BEACH,19971,09/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18 BALTIMORE AVE
REHOBOTH BEACH, DE 19971
(38.717389, -75.078135)"
PIZZA HUT,820 NORMAN ESKRIDGE HWY,SEAFORD,19973,07/07/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"820 NORMAN ESKRIDGE HWY
SEAFORD, DE 19973
(38.649935, -75.602839)"
Vanderwende Creamery,8374 Hickman Rd,Greenwood,19950,09/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"8374 Hickman Rd
Greenwood, DE 19950
(38.80783, -75.604665)"
Royal Farms 123,26672 John J Williams Hwy,MILLSBORO,19966,08/01/2016,Followup,5-203_11 Handwashing Facilities Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"26672 John J Williams Hwy
MILLSBORO, DE 19966
(38.614254, -75.202615)"
ROYAL TREAT,4 WILMINGTON AVE,REHOBOTH BEACH,19971,08/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.715681, -75.0765)"
COWBOY'S GREENWOOD TAVERN,11 WEST MARKET ST,GREENWOOD,19950,08/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"11 WEST MARKET ST
GREENWOOD, DE 19950
(38.807511, -75.593299)"
PANDA TOKYO,30214 SUSSEX HWY UNIT #6,LAUREL,19956,08/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"30214 SUSSEX HWY UNIT #6
LAUREL, DE 19956
(38.574643, -75.565508)"
ICE CREAM STORE,5 REHOBOTH AVE,REHOBOTH BEACH,19971,08/17/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716767, -75.076412)"
FIRST STATE SANDWICH FACTORY,422 N BEDFORD ST,GEORGETOWN,19947,08/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"422 N BEDFORD ST
GEORGETOWN, DE 19947
(38.696169, -75.392675)"
LONG NECK DINER,25935 PLAZA DR  UNIT 5,MILLSBORO,19966,07/26/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"25935 PLAZA DR UNIT 5
MILLSBORO, DE 19966
(38.631676, -75.193873)"
STARBUCKS COFFEE,4551 HIGHWAY ONE,REHOBOTH BEACH,19971,09/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4551 HIGHWAY ONE
REHOBOTH BEACH, DE 19971
(38.699471, -75.078424)"
GOOLEE'S GRILLE,9 S 1ST ST,REHOBOTH,19971,09/15/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"9 S 1ST ST
REHOBOTH, DE 19971
(38.716092, -75.078851)"
WAWA FOOD MARKET #865,24930 JOHN J WILLIAMS HWY,MILLSBORO,19966,09/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"24930 JOHN J WILLIAMS HWY
MILLSBORO, DE 19966
(38.633989, -75.194576)"
The Salvation Army,22318 Sussex Highway,Seaford,19973,09/28/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"22318 Sussex Highway
Seaford, DE 19973
(38.676095, -75.592205)"
FRACTURED PRUNE,210 ATLANTIC AVE,MILLVILLE,19967,07/08/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"210 ATLANTIC AVE
MILLVILLE, DE 19967
(38.545752, -75.100619)"
BEST ICE CREAM,306 SOUTH BOARDWALK & BROOKLYN AVENUE,REHOBOTH BEACH,19971,07/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"306 SOUTH BOARDWALK &amp; BROOKLYN AVENUE
REHOBOTH BEACH, DE 19971
(38.730046, -75.123146)"
CRAB HOUSE REHOBOTH,19598 COASTAL HWY,REHOBOTH,19971,08/23/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"19598 COASTAL HWY
REHOBOTH, DE 19971
(38.719157, -75.116115)"
Royal Farms 123,26672 John J Williams Hwy,MILLSBORO,19966,07/18/2016,Followup,5-203_11 Handwashing Facilities Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"26672 John J Williams Hwy
MILLSBORO, DE 19966
(38.614254, -75.202615)"
NO. 1 CHINESE RESTAURANT,784 GARFIELD PARKWAY,BETHANY BEACH,19930,08/01/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"784 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540429, -75.071324)"
BAYWOOD SIGNATURES,32267 CLUBHOUSE WAY,MILLSBORO,19966,08/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"32267 CLUBHOUSE WAY
MILLSBORO, DE 19966
(38.64385, -75.18785)"
SCOOPS AT THE BEACH,124 DICKINSON ST,DEWEY BEACH,19971,07/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"124 DICKINSON ST
DEWEY BEACH, DE 19971
(38.689804, -75.075569)"
ARBY'S GEORGETOWN,20523 N DUPONT HWY,GEORGETOWN,19947,09/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"20523 N DUPONT HWY
GEORGETOWN, DE 19947
(38.700232, -75.401055)"
BAYWOOD SIGNATURES,32267 CLUBHOUSE WAY,MILLSBORO,19966,09/26/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"32267 CLUBHOUSE WAY
MILLSBORO, DE 19966
(38.64385, -75.18785)"
"KING'S HOMEMADE ICE REAM SHOPS, INC.",302 UNION STREET,MILTON,19968,08/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"302 UNION STREET
MILTON, DE 19968
(38.780072, -75.312194)"
CAPTIAN MO,37229 REHOBOTH AVE EXT,REHOBOTH BEACH,19971,08/09/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"37229 REHOBOTH AVE EXT
REHOBOTH BEACH, DE 19971
(38.71327, -75.0976)"
PHILLY PRETZEL FACTORY,18701 COASTAL HWY,REHOBOTH,19971,09/13/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18701 COASTAL HWY
REHOBOTH, DE 19971
(38.734987, -75.138436)"
WENDY'S,22932 SUSSEX HWY,SEAFORD,19973,09/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"22932 SUSSEX HWY
SEAFORD, DE 19973
(38.659061, -75.594287)"
99 SEA LEVEL RESTAURANT,99 HOLLYWOOD ST,BEATHANY BEACH,19930,09/19/2016,Routine,5-304_11 Flushing and Disinfecting System P,Violation,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,4-501_19 Warewashing Wash Sol Temp Pf,Violation,,,,,,,,,,,,,,,,,,,,,"99 HOLLYWOOD ST
BEATHANY BEACH, DE 19930
(38.537459, -75.054632)"
FAT DADDY BBQ & GRILL,13203 SEASHORE HWY,GEORGETOWN,19947,09/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"13203 SEASHORE HWY
GEORGETOWN, DE 19947
(38.701875, -75.504754)"
ROSE & CROWN LLC,142 SECOND ST,LEWES,19958,09/08/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"142 SECOND ST
LEWES, DE 19958
(38.775561, -75.140163)"
Pizza Palace,28544 DUPONT HWY,MILLSBORO,19966,08/01/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"28544 DUPONT HWY
MILLSBORO, DE 19966
(38.581778, -75.292151)"
DUTCH COUNTRY MARKET,11233 TRUSSOM POND RD,LAUREL,19956,08/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"11233 TRUSSOM POND RD
LAUREL, DE 19956
(38.54776, -75.553123)"
SURF'S EDGE DELI & PIZZERIA,"100 COASTAL HWY, UNIT 4",FENWICK ISLAND,19944,07/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 COASTAL HWY, UNIT 4
FENWICK ISLAND, DE 19944
(38.453151, -75.052276)"
CAPTIAN MO,37229 REHOBOTH AVE EXT,REHOBOTH BEACH,19971,07/29/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,6-501_111 Controlling Pests Pf ( C),Violation,,,,,,,,,,,,,,,,,,,,,,,"37229 REHOBOTH AVE EXT
REHOBOTH BEACH, DE 19971
(38.71327, -75.0976)"
HOOKED SEAFOOD & MARTINI BAR,18585 COASTAL HWY STE 23,REHOBOTH,19971,09/15/2016,Followup,5-203_11 Handwashing Facilities Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"18585 COASTAL HWY STE 23
REHOBOTH, DE 19971
(38.737478, -75.142197)"
ROBIN HOOD RESTAURANT,54 REHOBOTH AVE,REHOBOTH BEACH,19971,08/11/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"54 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716335, -75.07802)"
Starkey's Cones 7 South,7 South Boardwalk,REHOBOTH BEACH,19971,07/26/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 South Boardwalk
REHOBOTH BEACH, DE 19971
(38.71636, -75.076041)"
WOODBRIDGE HIGH SCHOOL,14712 WOODBRIDGE RD,GREENWOOD,19950,09/13/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"14712 WOODBRIDGE RD
GREENWOOD, DE 19950
(38.783815, -75.615785)"
ROYAL FARMS #125,8800 CONCORD RD,SEAFORD,19973,09/29/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"8800 CONCORD RD
SEAFORD, DE 19973
(38.639898, -75.594318)"
BAKER'S EXXON,17921 Coastal Hwy,LEWES,19958,08/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"17921 Coastal Hwy
LEWES, DE 19958
(38.748014, -75.159435)"
La Tonalteca,35553 Atlantic Ave,Millville,19967,08/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"35553 Atlantic Ave
Millville, DE 19967
(38.547483, -75.110403)"
LA FABLE,26 BALTIMORE AVE,REHOBOTH BEACH,19971,09/08/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 BALTIMORE AVE
REHOBOTH BEACH, DE 19971
(38.717294, -75.078881)"
BRITTINGHAM ELEM CAFETERIA,400 MULBERRY ST,MILTON,19968,09/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 MULBERRY ST
MILTON, DE 19968
(38.781133, -75.31516)"
GOODFELLAS,122 MUBERRY ST,MILTON,19968,09/27/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,"122 MUBERRY ST
MILTON, DE 19968
(38.775475, -75.31209)"
